directory,base_name,replicated_n,strain,worm_id,day,ventral_orientation,timestamp,id
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_Day1_CCW_2014_03_19__15_00_07___7___14,3,OW939,6,1,CCW,2014-03-19 15:00:07,1002
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_day2_CCW_2014_03_20__14_17_53___7___14,3,OW939,6,2,CCW,2014-03-20 14:17:53,1003
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_Day3_CW_2014_03_21__16_33_02___7___14,3,OW939,6,3,CW,2014-03-21 16:33:02,1004
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_day4_CCW_2014_03_22__17_30_15___7___14,3,OW939,6,4,CCW,2014-03-22 17:30:15,1005
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_day5_CCW_2014_03_23__19_18_59___7___14,3,OW939,6,5,CCW,2014-03-23 19:18:59,1006
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_day6_CCW_2014_03_24__14_52_26___7___14,3,OW939,6,6,CCW,2014-03-24 14:52:26,1007
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_day7_CW_2014_03_25__14_52_08___7___14,3,OW939,6,7,CW,2014-03-25 14:52:08,1008
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_Day8_CW_2014_03_26__13_55_34___7___15,3,OW939,6,8,CW,2014-03-26 13:55:34,1009
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_Day9_CCW_2014_03_27__16_07_52___7___14,3,OW939,6,9,CCW,2014-03-27 16:07:52,1010
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_Day10_CW_2014_03_28__15_21_50___7___14,3,OW939,6,10,CW,2014-03-28 15:21:50,1011
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_day11_CCW_2014_03_29__19_07_33___7___14,3,OW939,6,11,CCW,2014-03-29 19:07:33,1012
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_day12_CCW_2014_03_30__17_53_53___7___14,3,OW939,6,12,CCW,2014-03-30 17:53:53,1013
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_day13_CW_2014_03_31__15_46_50___7___14,3,OW939,6,13,CW,2014-03-31 15:46:50,1014
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_day14_CCW_2014_04_01__14_45_49___7___14,3,OW939,6,14,CCW,2014-04-01 14:45:49,1015
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_day15_CCW_2014_04_02__14_49_27___7___14,3,OW939,6,15,CCW,2014-04-02 14:49:27,1016
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#3_OW939#6_day16_CCW_2014_04_03__15_11_43___7___14,3,OW939,6,16,CCW,2014-04-03 15:11:43,1017
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_L4_CCW_2014_03_21__10_35_51___8___6,3,OW939,7,0,CCW,2014-03-21 10:35:51,1018
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_day1_CCW_2014_03_22__14_56_15___8___6,3,OW939,7,1,CCW,2014-03-22 14:56:15,1019
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_day2_CW_2014_03_23__16_11_15___8___6,3,OW939,7,2,CW,2014-03-23 16:11:15,1020
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_day3_CCW_2014_03_24__12_04_21___8___6,3,OW939,7,3,CCW,2014-03-24 12:04:21,1021
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_Day4_CW_2014_03_25__09_40_24___8___6,3,OW939,7,4,CW,2014-03-25 09:40:24,1022
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_Day5_CCW_2014_03_26__09_35_09___8___6,3,OW939,7,5,CCW,2014-03-26 09:35:09,1023
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_Day6_CCW_2014_03_27__10_59_45___8___6,3,OW939,7,6,CCW,2014-03-27 10:59:45,1024
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_Day7_CW_2014_03_28__10_48_25___8___6,3,OW939,7,7,CW,2014-03-28 10:48:25,1025
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_day8_CW_2014_03_29__15_36_21___8___6,3,OW939,7,8,CW,2014-03-29 15:36:21,1026
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_day9_CCW_2014_03_30__14_58_23___8___6,3,OW939,7,9,CCW,2014-03-30 14:58:23,1027
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_day10_CCW_2014_03_31__10_44_37___8___6,3,OW939,7,10,CCW,2014-03-31 10:44:37,1028
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_day11_CCW_2014_04_01__10_41_55___8___6,3,OW939,7,11,CCW,2014-04-01 10:41:55,1029
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_day12_CCW_2014_04_02__10_46_55___8___6,3,OW939,7,12,CCW,2014-04-02 10:46:55,1030
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_day13_CCW_2014_04_03__10_55_06___8___6,3,OW939,7,13,CCW,2014-04-03 10:55:06,1031
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_Day14_CCW_2014_04_04__10_26_09___8___6,3,OW939,7,14,CCW,2014-04-04 10:26:09,1032
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_day15_CCW_2014_04_05__14_33_47___8___6,3,OW939,7,15,CCW,2014-04-05 14:33:47,1033
/Volumes/behavgenom_archive$/Celine/results/OW939,24_R#3_OW939#7_day16_CCW_2014_04_06__15_43_43___8___6,3,OW939,7,16,CCW,2014-04-06 15:43:43,1034
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#4_OW939#1_L4_CW_2014_04_04__15_01_39___7___14,4,OW939,1,0,CW,2014-04-04 15:01:39,1035
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#4_OW939#1_day2_CW_2014_04_06__18_18_02___7___15,4,OW939,1,2,CW,2014-04-06 18:18:02,1036
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#4_OW939#1_Day5_CW_2014_04_09__14_56_27___7___14,4,OW939,1,5,CW,2014-04-09 14:56:27,1037
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#4_OW939#1_Day6_CW_2014_04_10__14_11_54___7___14,4,OW939,1,6,CW,2014-04-10 14:11:54,1038
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#4_OW939#1_Day7_CCW_2014_04_11__15_06_02___7___14,4,OW939,1,7,CCW,2014-04-11 15:06:02,1039
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#4_OW939#1_day8_CW_2014_04_12__18_42_00___7___14,4,OW939,1,8,CW,2014-04-12 18:42:00,1040
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#4_OW939#1_day9_CW_2014_04_13__18_20_46___7___14,4,OW939,1,9,CW,2014-04-13 18:20:46,1041
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#4_OW939#1_Day10_CW_2014_04_14__15_44_45___7___14,4,OW939,1,10,CW,2014-04-14 15:44:45,1042
/Volumes/behavgenom_archive$/Celine/results/OW939,55_R#4_OW939#1_Day11_CW_2014_04_15__14_28_43___7___14,4,OW939,1,11,CW,2014-04-15 14:28:43,1043
/Volumes/behavgenom_archive$/Celine/results/OW939,51_R#4_OW939#2_L4_CCW_2014_04_13__15_36_21___1___6,4,OW939,2,0,CCW,2014-04-13 15:36:21,1044
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_L4_CCW_2014_04_14__15_28_41___7___13,4,OW939,2,0,CCW,2014-04-14 15:28:41,1045
/Volumes/behavgenom_archive$/Celine/results/OW939,51_R#4_OW939#2_day1_CW_2014_04_14__11_16_45___1___6,4,OW939,2,1,CW,2014-04-14 11:16:45,1046
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_Day1_CW_2014_04_15__14_10_40___7___13,4,OW939,2,1,CW,2014-04-15 14:10:40,1047
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_Day2_CW_2014_04_16__14_23_47___7___13,4,OW939,2,2,CW,2014-04-16 14:23:47,1048
/Volumes/behavgenom_archive$/Celine/results/OW939,51_R#4_OW939#2_Day2_CCW_2014_04_15__09_41_34___1___6,4,OW939,2,2,CCW,2014-04-15 09:41:34,1049
/Volumes/behavgenom_archive$/Celine/results/OW939,51_R#4_OW939#2_Day3_CW_2014_04_16__09_42_52___1___6,4,OW939,2,3,CW,2014-04-16 09:42:52,1050
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_Day3_CCW_2014_04_17__13_49_48___7___13,4,OW939,2,3,CCW,2014-04-17 13:49:48,1051
/Volumes/behavgenom_archive$/Celine/results/OW939,51_R#4_OW939#2_Day4_CW_2014_04_17__09_33_10___1___6,4,OW939,2,4,CW,2014-04-17 09:33:10,1052
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_day4_CCW_2014_04_18__19_15_56___7___13,4,OW939,2,4,CCW,2014-04-18 19:15:56,1053
/Volumes/behavgenom_archive$/Celine/results/OW939,51_R#4_OW939#2_day5_CW_2014_04_18__14_07_14___1___6,4,OW939,2,5,CW,2014-04-18 14:07:14,1054
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_day5_CCW_2014_04_19__15_53_36___7___13,4,OW939,2,5,CCW,2014-04-19 15:53:36,1055
/Volumes/behavgenom_archive$/Celine/results/OW939,51_R#4_OW939#2_day6_CW_2014_04_19__12_57_49___1___6,4,OW939,2,6,CW,2014-04-19 12:57:49,1056
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_day6_CCW_2014_04_20__17_54_48___7___13,4,OW939,2,6,CCW,2014-04-20 17:54:48,1057
/Volumes/behavgenom_archive$/Celine/results/OW939,51_R#4_OW939#2_day7_CCW_2014_04_20__15_32_08___1___6,4,OW939,2,7,CCW,2014-04-20 15:32:08,1058
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_day7_CCW_2014_04_21__15_39_10___7___13,4,OW939,2,7,CCW,2014-04-21 15:39:10,1059
/Volumes/behavgenom_archive$/Celine/results/OW939,51_R#4_OW939#2_day8_CW_2014_04_21__11_29_21___1___6,4,OW939,2,8,CW,2014-04-21 11:29:21,1060
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_Day8_CCW_2014_04_22__12_59_59___7___13,4,OW939,2,8,CCW,2014-04-22 12:59:59,1061
/Volumes/behavgenom_archive$/Celine/results/OW939,51_R#4_OW939#2_Day9_CW_2014_04_22__09_41_19___1___6,4,OW939,2,9,CW,2014-04-22 09:41:19,1062
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_Day9_CW_2014_04_23__14_05_28___7___13,4,OW939,2,9,CW,2014-04-23 14:05:28,1063
/Volumes/behavgenom_archive$/Celine/results/OW939,51_R#4_OW939#2_Day10_CW_2014_04_23__09_26_01___1___6,4,OW939,2,10,CW,2014-04-23 09:26:01,1064
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_Day10_CCW_2014_04_24__13_18_41___7___12,4,OW939,2,10,CCW,2014-04-24 13:18:41,1065
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_Day11_CCW_2014_04_25__13_32_10___7___11,4,OW939,2,11,CCW,2014-04-25 13:32:10,1066
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_day12_CCW_2014_04_26__18_21_17___7___12,4,OW939,2,12,CCW,2014-04-26 18:21:17,1067
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_day13_CW_2014_04_27__18_28_52___7___12,4,OW939,2,13,CW,2014-04-27 18:28:52,1068
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_day14_CW_2014_04_28__14_00_18___7___11,4,OW939,2,14,CW,2014-04-28 14:00:18,1069
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_Day15_CW_2014_04_29__15_00_40___7___8,4,OW939,2,15,CW,2014-04-29 15:00:40,1070
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_Day16_CW_2014_04_30__13_29_10___7___7,4,OW939,2,16,CW,2014-04-30 13:29:10,1071
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_Day17_CW_2014_05_01__12_58_03___7___8,4,OW939,2,17,CW,2014-05-01 12:58:03,1072
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_Day18_CW_2014_05_02__10_52_19___7___7,4,OW939,2,18,CW,2014-05-02 10:52:19,1073
/Volumes/behavgenom_archive$/Celine/results/OW939,51bis_R#4_OW939#2_day19_CW_2014_05_03__16_53_35___7___6,4,OW939,2,19,CW,2014-05-03 16:53:35,1074
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_L4_CW_2014_03_27__10_57_11___1___6,4,OW939,3,0,CW,2014-03-27 10:57:11,1075
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_Day1_CW_2014_03_28__10_45_34___1___6,4,OW939,3,1,CW,2014-03-28 10:45:34,1076
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_day2_CW_2014_03_29__15_35_51___1___6,4,OW939,3,2,CW,2014-03-29 15:35:51,1077
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_day3_CCW_2014_03_30__14_57_53___1___6,4,OW939,3,3,CCW,2014-03-30 14:57:53,1078
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_day4_CCW_2014_03_31__10_41_36___1___6,4,OW939,3,4,CCW,2014-03-31 10:41:36,1079
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_day5_CW_2014_04_01__10_41_27___1___6,4,OW939,3,5,CW,2014-04-01 10:41:27,1080
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_day6_CW_2014_04_02__10_46_26___1___6,4,OW939,3,6,CW,2014-04-02 10:46:26,1081
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_day7_CW_2014_04_03__10_54_38___1___6,4,OW939,3,7,CW,2014-04-03 10:54:38,1082
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_Day8_CW_2014_04_04__10_25_40___1___6,4,OW939,3,8,CW,2014-04-04 10:25:40,1083
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_day9_CW_2014_04_05__14_33_14___1___6,4,OW939,3,9,CW,2014-04-05 14:33:14,1084
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_day10_CW_2014_04_06__15_43_10___1___6,4,OW939,3,10,CW,2014-04-06 15:43:10,1085
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_day11_CCW_2014_04_07__09_36_56___1___6,4,OW939,3,11,CCW,2014-04-07 09:36:56,1086
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_Day12_CCW_2014_04_08__09_51_10___1___6,4,OW939,3,12,CCW,2014-04-08 09:51:10,1087
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_Day13_CCW_2014_04_09__10_34_50___1___6,4,OW939,3,13,CCW,2014-04-09 10:34:50,1088
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_Day14_CCW_2014_04_10__09_36_09___1___6,4,OW939,3,14,CCW,2014-04-10 09:36:09,1089
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_Day15_CCW_2014_04_11__10_27_57___1___6,4,OW939,3,15,CCW,2014-04-11 10:27:57,1090
/Volumes/behavgenom_archive$/Celine/results/OW939,21_R#4_OW939#3_day16_CCW_2014_04_12__16_06_28___1___6,4,OW939,3,16,CCW,2014-04-12 16:06:28,1091
/Volumes/behavgenom_archive$/Celine/results/OW939,52_R#4_OW939#4_L4_CW_2014_04_16__09_15_02___7___5,4,OW939,4,0,CW,2014-04-16 09:15:02,1092
/Volumes/behavgenom_archive$/Celine/results/OW939,52_R#4_OW939#4_Day1_CCW_2014_04_17__09_15_19___7___5,4,OW939,4,1,CCW,2014-04-17 09:15:19,1093
/Volumes/behavgenom_archive$/Celine/results/OW939,52_R#4_OW939#4_day2_CCW_2014_04_18__13_47_15___7___5,4,OW939,4,2,CCW,2014-04-18 13:47:15,1094
/Volumes/behavgenom_archive$/Celine/results/OW939,52_R#4_OW939#4_day3_CCW_2014_04_19__11_09_06___7___5,4,OW939,4,3,CCW,2014-04-19 11:09:06,1095
/Volumes/behavgenom_archive$/Celine/results/OW939,52_R#4_OW939#4_day4_CW_2014_04_20__15_14_03___7___5,4,OW939,4,4,CW,2014-04-20 15:14:03,1096
/Volumes/behavgenom_archive$/Celine/results/OW939,52_R#4_OW939#4_day5_CCW_2014_04_21__11_12_06___7___5,4,OW939,4,5,CCW,2014-04-21 11:12:06,1097
/Volumes/behavgenom_archive$/Celine/results/OW939,52_R#4_OW939#4_Day6_CCW_2014_04_22__09_22_01___7___5,4,OW939,4,6,CCW,2014-04-22 09:22:01,1098
/Volumes/behavgenom_archive$/Celine/results/OW939,52_R#4_OW939#4_Day7_CW_2014_04_23__09_09_21___7___5,4,OW939,4,7,CW,2014-04-23 09:09:21,1099
/Volumes/behavgenom_archive$/Celine/results/OW939,52_R#4_OW939#4_Day8_CCW_2014_04_24__09_08_35___7___5,4,OW939,4,8,CCW,2014-04-24 09:08:35,1100
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_Day1_CCW_2014_04_16__13_00_37___6___10,4,OW939,5,1,CCW,2014-04-16 13:00:37,1101
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_Day2_CW_2014_04_17__10_49_13___6___10,4,OW939,5,2,CW,2014-04-17 10:49:13,1102
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_day3_CCW_2014_04_18__15_46_29___6___10,4,OW939,5,3,CCW,2014-04-18 15:46:29,1103
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_day4_CCW_2014_04_19__14_11_34___6___10,4,OW939,5,4,CCW,2014-04-19 14:11:34,1104
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_day5_CW_2014_04_20__16_56_53___6___10,4,OW939,5,5,CW,2014-04-20 16:56:53,1105
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_day6_CCW_2014_04_21__14_27_47___6___10,4,OW939,5,6,CCW,2014-04-21 14:27:47,1106
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_Day7_CCW_2014_04_22__10_55_25___6___10,4,OW939,5,7,CCW,2014-04-22 10:55:25,1107
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_Day9_CCW_2014_04_24__10_58_38___6___10,4,OW939,5,9,CCW,2014-04-24 10:58:38,1108
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_Day10_CW_2014_04_25__10_44_16___6___9,4,OW939,5,10,CW,2014-04-25 10:44:16,1109
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_day11_CW_2014_04_26__17_24_03___6___7,4,OW939,5,11,CW,2014-04-26 17:24:03,1110
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_day13_CCW_2014_04_28__12_51_10___6___7,4,OW939,5,13,CCW,2014-04-28 12:51:10,1111
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_Day14_CCW_2014_04_29__13_12_35___6___6,4,OW939,5,14,CCW,2014-04-29 13:12:35,1112
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_Day15_CW_2014_04_30__10_39_49___6___6,4,OW939,5,15,CW,2014-04-30 10:39:49,1113
/Volumes/behavgenom_archive$/Celine/results/OW939,38_R#4_OW939#5_Day16_CCW_2014_05_01__10_36_21___6___6,4,OW939,5,16,CCW,2014-05-01 10:36:21,1114
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_L4_CCW_2014_04_09__14_56_14___1___14,4,OW939,6,0,CCW,2014-04-09 14:56:14,1115
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_Day2_CCW_2014_04_11__15_05_48___1___14,4,OW939,6,2,CCW,2014-04-11 15:05:48,1116
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_day3_CW_2014_04_12__18_41_43___1___15,4,OW939,6,3,CW,2014-04-12 18:41:43,1117
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_day4_CW_2014_04_13__18_20_29___1___14,4,OW939,6,4,CW,2014-04-13 18:20:29,1118
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_Day5_CCW_2014_04_14__15_44_30___1___14,4,OW939,6,5,CCW,2014-04-14 15:44:30,1119
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_Day6_CW_2014_04_15__14_28_27___1___14,4,OW939,6,6,CW,2014-04-15 14:28:27,1120
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_Day7_CCW_2014_04_16__14_43_29___1___14,4,OW939,6,7,CCW,2014-04-16 14:43:29,1121
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_Day8_CW_2014_04_17__14_31_49___1___14,4,OW939,6,8,CW,2014-04-17 14:31:49,1122
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_day9_CW_2014_04_18__19_34_50___1___14,4,OW939,6,9,CW,2014-04-18 19:34:50,1123
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_day10_CCW_2014_04_19__16_11_42___1___14,4,OW939,6,10,CCW,2014-04-19 16:11:42,1124
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_day11_CCW_2014_04_20__18_13_38___1___14,4,OW939,6,11,CCW,2014-04-20 18:13:38,1125
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_day12_CCW_2014_04_21__15_57_10___1___14,4,OW939,6,12,CCW,2014-04-21 15:57:10,1126
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_Day13_CCW_2014_04_22__13_21_11___1___14,4,OW939,6,13,CCW,2014-04-22 13:21:11,1127
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_Day14_CCW_2014_04_23__14_35_02___1___14,4,OW939,6,14,CCW,2014-04-23 14:35:02,1128
/Volumes/behavgenom_archive$/Celine/results/OW939,53_R#4_OW939#6_Day15_CCW_2014_04_24__13_36_03___1___12,4,OW939,6,15,CCW,2014-04-24 13:36:03,1129
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_L4_CCW_2014_04_10__10_17_38___6___8,4,OW939,7,0,CCW,2014-04-10 10:17:38,1130
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_Day1_CW_2014_04_11__13_16_10___6___8,4,OW939,7,1,CW,2014-04-11 13:16:10,1131
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_day2_CW_2014_04_12__16_45_05___6___8,4,OW939,7,2,CW,2014-04-12 16:45:05,1132
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_day3_CW_2014_04_13__16_15_57___6___8,4,OW939,7,3,CW,2014-04-13 16:15:57,1133
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_Day5_CW_2014_04_15__10_17_28___6___8,4,OW939,7,5,CW,2014-04-15 10:17:28,1134
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_Day6_CW_2014_04_16__10_24_17___6___8,4,OW939,7,6,CW,2014-04-16 10:24:17,1135
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_Day7_CW_2014_04_17__10_10_47___6___8,4,OW939,7,7,CW,2014-04-17 10:10:47,1136
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_day8_CW_2014_04_18__14_43_31___6___8,4,OW939,7,8,CW,2014-04-18 14:43:31,1137
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_day9_CW_2014_04_19__13_32_56___6___8,4,OW939,7,9,CW,2014-04-19 13:32:56,1138
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_day10_CCW_2014_04_20__16_19_06___6___8,4,OW939,7,10,CCW,2014-04-20 16:19:06,1139
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_day11_CW_2014_04_21__13_50_06___6___8,4,OW939,7,11,CW,2014-04-21 13:50:06,1140
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_Day12_CCW_2014_04_22__10_18_43___6___8,4,OW939,7,12,CCW,2014-04-22 10:18:43,1141
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_Day13_CCW_2014_04_23__10_06_20___6___8,4,OW939,7,13,CCW,2014-04-23 10:06:20,1142
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_Day14_CCW_2014_04_24__10_14_30___6___8,4,OW939,7,14,CCW,2014-04-24 10:14:30,1143
/Volumes/behavgenom_archive$/Celine/results/OW939,30_R#4_OW939#7_Day15_CCW_2014_04_25__10_09_48___6___7,4,OW939,7,15,CCW,2014-04-25 10:09:48,1144
/Volumes/behavgenom_archive$/Celine/results/OW940,34_R#1_OW940#1_L4_CCW_2014_02_21__14_16_01___6___9,1,OW940,1,0,CCW,2014-02-21 14:16:01,1145
/Volumes/behavgenom_archive$/Celine/results/OW940,34_R#1_OW940#1_day1_CCW_2014_02_22__16_08_29___6___9,1,OW940,1,1,CCW,2014-02-22 16:08:29,1146
/Volumes/behavgenom_archive$/Celine/results/OW940,34_R#1_OW940#1_day2_CW_2014_02_23__15_35_44___6___9,1,OW940,1,2,CW,2014-02-23 15:35:44,1147
/Volumes/behavgenom_archive$/Celine/results/OW940,34_R#1_OW940#1_day3_CCW_2014_02_24__15_39_58___6___9,1,OW940,1,3,CCW,2014-02-24 15:39:58,1148
/Volumes/behavgenom_archive$/Celine/results/OW940,34_R#1_OW940#1_day4_CW_2014_02_25__14_26_38___6___9,1,OW940,1,4,CW,2014-02-25 14:26:38,1149
/Volumes/behavgenom_archive$/Celine/results/OW940,34_R#1_OW940#1_day5_CCW_2014_02_26__13_40_39___6___9,1,OW940,1,5,CCW,2014-02-26 13:40:39,1150
/Volumes/behavgenom_archive$/Celine/results/OW940,34_R#1_OW940#1_day6_CW_2014_02_27__12_59_14___6___9,1,OW940,1,6,CW,2014-02-27 12:59:14,1151
/Volumes/behavgenom_archive$/Celine/results/OW940,34_R#1_OW940#1_day7_CW_2014_02_28__12_34_23___6___8,1,OW940,1,7,CW,2014-02-28 12:34:23,1152
/Volumes/behavgenom_archive$/Celine/results/OW940,34_R#1_OW940#1_day8_CCW_2014_03_01__17_48_20___6___9,1,OW940,1,8,CCW,2014-03-01 17:48:20,1153
